timestamp,ear,yaw,pitch,roll,gaze_h,gaze_v,attention_score,label
11:34:31,0.2788,1.11,2.95,-10.65,0.5213,0.4281,90.7,ATTENTIVE
11:34:31,0.2872,1.09,2.70,-10.76,0.5204,0.4215,90.0,ATTENTIVE
11:34:31,0.2903,1.07,2.75,-10.80,0.5210,0.4215,90.4,ATTENTIVE
11:34:31,0.2951,1.08,3.49,-10.45,0.5144,0.4184,90.6,ATTENTIVE
11:34:31,0.2914,1.11,3.39,-10.53,0.5143,0.4183,90.0,ATTENTIVE
11:34:31,0.2888,1.10,3.60,-10.43,0.5123,0.4217,90.8,ATTENTIVE
11:34:31,0.2860,0.81,3.38,-9.73,0.4865,0.4069,85.6,ATTENTIVE
11:34:31,0.2844,0.84,3.36,-9.85,0.4877,0.4098,86.3,ATTENTIVE
11:34:31,0.2960,0.60,3.09,-9.19,0.4775,0.4306,93.9,ATTENTIVE
11:34:32,0.2983,0.65,3.02,-9.36,0.4806,0.4228,92.1,ATTENTIVE
11:34:32,0.2997,0.62,2.73,-9.53,0.4829,0.4196,91.3,ATTENTIVE
11:34:32,0.2999,0.60,2.61,-9.49,0.4829,0.4215,91.9,ATTENTIVE
11:34:32,0.2925,0.50,1.96,-9.81,0.4487,0.4339,89.9,ATTENTIVE
11:34:32,0.2881,0.52,1.90,-9.87,0.4480,0.4318,88.6,ATTENTIVE
11:34:32,0.3207,0.28,1.19,-9.98,0.4149,0.4342,83.1,ATTENTIVE
11:34:32,0.3183,0.26,1.04,-9.81,0.4136,0.4319,82.3,ATTENTIVE
11:34:32,0.3125,0.25,1.00,-9.91,0.4141,0.4277,81.5,ATTENTIVE
11:34:32,0.3210,0.20,2.07,-9.60,0.4154,0.4411,84.5,ATTENTIVE
11:34:32,0.3199,0.21,2.13,-9.77,0.4165,0.4381,84.3,ATTENTIVE
11:34:32,0.3198,0.22,2.16,-9.79,0.4157,0.4382,84.1,ATTENTIVE
11:34:32,0.3198,0.22,2.17,-9.77,0.4156,0.4379,84.0,ATTENTIVE
11:34:32,0.3227,0.07,2.06,-9.67,0.4219,0.4353,85.1,ATTENTIVE
11:34:32,0.3218,-0.13,2.40,-9.15,0.4156,0.4340,83.2,ATTENTIVE
11:34:32,0.3194,-0.16,2.55,-9.36,0.4150,0.4341,83.1,ATTENTIVE
11:34:32,0.3193,-0.09,2.69,-9.48,0.4151,0.4333,83.0,ATTENTIVE
11:34:32,0.3332,-0.12,1.96,-9.76,0.4103,0.4422,83.4,ATTENTIVE
11:34:32,0.3512,-0.55,2.52,-9.55,0.3223,0.4313,70.0,ATTENTIVE
11:34:32,0.3329,-0.53,2.84,-9.82,0.3222,0.4435,70.0,ATTENTIVE
11:34:32,0.3309,-0.54,2.94,-9.80,0.3232,0.4420,70.0,ATTENTIVE
11:34:32,0.3397,-0.95,3.98,-9.64,0.3174,0.4493,70.0,ATTENTIVE
11:34:32,0.3453,-0.85,3.94,-9.94,0.3322,0.4463,70.0,ATTENTIVE
11:34:32,0.3455,-1.02,4.65,-10.21,0.3290,0.4445,70.0,ATTENTIVE
11:34:32,0.3446,-0.97,4.81,-10.18,0.3239,0.4515,70.0,ATTENTIVE
11:34:32,0.3432,-0.95,4.86,-10.11,0.3243,0.4520,70.0,ATTENTIVE
11:34:32,0.3457,-1.65,8.01,-8.67,0.3277,0.4518,70.0,ATTENTIVE
11:34:32,0.3501,-2.01,6.68,-9.48,0.3273,0.4564,70.0,ATTENTIVE
11:34:32,0.3644,-2.29,8.91,-8.71,0.3047,0.4477,70.0,ATTENTIVE
11:34:32,0.3639,-2.52,8.51,-8.98,0.3126,0.4614,70.0,ATTENTIVE
11:34:32,0.3667,-2.55,8.34,-9.18,0.3155,0.4586,70.0,ATTENTIVE
11:34:32,0.3670,-3.92,11.67,-10.40,0.2930,0.4408,68.8,ATTENTIVE
11:34:32,0.3873,-5.65,14.24,-10.13,0.3230,0.4652,66.5,ATTENTIVE
11:34:32,0.3840,-6.91,16.16,-9.96,0.3453,0.4588,64.7,ATTENTIVE
11:34:32,0.3645,-6.62,15.86,-9.82,0.3378,0.4490,65.0,ATTENTIVE
11:34:32,0.3709,-6.83,15.38,-10.49,0.3320,0.4485,65.4,ATTENTIVE
11:34:32,0.3610,-8.25,17.16,-10.50,0.3453,0.4314,63.8,ATTENTIVE
11:34:32,0.3766,-8.58,18.11,-10.58,0.3585,0.4419,63.0,ATTENTIVE
11:34:32,0.3817,-8.61,18.31,-10.54,0.3540,0.4415,62.8,ATTENTIVE
11:34:32,0.3792,-8.57,18.37,-10.16,0.3615,0.4351,62.7,ATTENTIVE
11:34:32,0.3675,-9.26,19.06,-11.18,0.3674,0.4392,62.7,ATTENTIVE
11:34:33,0.3626,-10.49,19.32,-12.05,0.3672,0.4472,63.1,ATTENTIVE
11:34:33,0.3523,-11.33,21.21,-13.24,0.3662,0.4330,59.1,ATTENTIVE
11:34:33,0.3550,-10.80,20.57,-12.29,0.3675,0.4310,60.1,ATTENTIVE
11:34:33,0.3596,-11.15,21.15,-12.54,0.3568,0.4270,59.3,ATTENTIVE
11:34:33,0.3393,-12.53,21.75,-13.53,0.3809,0.4144,58.0,ATTENTIVE
11:34:33,0.3410,-12.75,21.37,-14.32,0.3754,0.4071,57.7,ATTENTIVE
11:34:33,0.3405,-12.66,21.48,-14.05,0.3726,0.4085,57.7,ATTENTIVE
11:34:33,0.3401,-12.73,21.33,-14.28,0.3728,0.4067,57.8,ATTENTIVE
11:34:33,0.3407,-12.72,21.20,-14.28,0.3757,0.4071,57.9,ATTENTIVE
11:34:33,0.3475,-13.35,22.91,-14.91,0.3522,0.4785,55.8,ATTENTIVE
11:34:33,0.3400,-13.56,22.87,-15.68,0.3492,0.4481,55.7,ATTENTIVE
11:34:33,0.3498,-13.62,25.14,-14.95,0.3094,0.5014,53.6,ATTENTIVE
11:34:33,0.3429,-13.80,25.51,-15.12,0.2956,0.4745,53.1,ATTENTIVE
11:34:33,0.3472,-13.58,25.19,-14.85,0.3088,0.4879,53.6,ATTENTIVE
11:34:33,0.3463,-13.70,25.37,-15.06,0.3061,0.4890,53.3,ATTENTIVE
11:34:33,0.3481,-13.56,25.38,-14.89,0.3054,0.4894,53.4,ATTENTIVE
11:34:33,0.3294,-14.50,28.81,-17.45,0.2740,0.5126,49.5,ATTENTIVE
11:34:33,0.3520,-14.79,29.80,-16.47,0.2902,0.5287,48.4,ATTENTIVE
11:34:33,0.3569,-14.85,29.97,-16.50,0.2953,0.5133,48.2,ATTENTIVE
11:34:33,0.3537,-14.99,29.92,-16.73,0.2725,0.5162,48.1,ATTENTIVE
11:34:33,0.3556,-14.93,29.90,-16.61,0.2943,0.5076,48.2,ATTENTIVE
11:34:33,0.3461,-13.99,31.08,-14.64,0.3360,0.4677,47.9,ATTENTIVE
11:34:33,0.3327,-13.86,31.51,-15.09,0.3687,0.4572,50.8,ATTENTIVE
11:34:33,0.3374,-13.76,31.57,-15.56,0.3241,0.4453,47.7,ATTENTIVE
11:34:33,0.3243,-13.47,31.59,-15.92,0.3374,0.4785,47.9,ATTENTIVE
11:34:33,0.3370,-12.71,31.93,-15.41,0.3336,0.4802,48.2,ATTENTIVE
11:34:33,0.3331,-13.11,31.70,-16.53,0.3362,0.4419,48.1,ATTENTIVE
11:34:33,0.3376,-13.08,31.36,-16.38,0.3216,0.4689,48.4,ATTENTIVE
11:34:33,0.3383,-13.04,31.36,-16.41,0.3235,0.4753,48.5,ATTENTIVE
11:34:33,0.3099,-12.54,31.98,-15.70,0.4133,0.4318,60.5,ATTENTIVE
11:34:33,0.3043,-12.33,31.53,-16.05,0.3891,0.3924,48.9,ATTENTIVE
11:34:33,0.3032,-12.21,31.71,-16.64,0.3655,0.4454,49.7,ATTENTIVE
11:34:33,0.2988,-12.25,31.32,-16.87,0.3376,0.4788,49.2,ATTENTIVE
11:34:33,0.3016,-12.38,31.38,-16.92,0.3269,0.4835,49.0,ATTENTIVE
11:34:33,0.3027,-12.31,31.39,-16.89,0.3236,0.5025,49.1,ATTENTIVE
11:34:33,0.3039,-12.28,29.68,-16.92,0.3141,0.5201,50.6,ATTENTIVE
11:34:33,0.2919,-12.15,29.60,-16.59,0.3103,0.5521,49.8,ATTENTIVE
11:34:33,0.2340,-12.14,32.37,-16.42,0.2752,0.5644,38.5,ATTENTIVE
11:34:33,0.2387,-12.51,32.52,-17.59,0.2488,0.5700,38.8,ATTENTIVE
11:34:33,0.2393,-12.69,32.13,-18.09,0.2677,0.5332,39.1,ATTENTIVE
11:34:33,0.2221,-12.08,33.24,-18.27,0.2541,0.5239,36.0,ATTENTIVE
11:34:33,0.2848,-11.26,36.83,-14.12,0.2945,0.5160,44.4,ATTENTIVE
11:34:33,0.2904,-10.25,37.00,-13.72,0.2626,0.6558,46.1,ATTENTIVE
11:34:33,0.2891,-10.30,37.67,-13.18,0.2682,0.6642,45.9,ATTENTIVE
11:34:34,0.3229,151.20,60.65,-37.74,0.3642,0.7139,25.0,ATTENTIVE
11:34:34,0.3204,151.13,60.14,-37.74,0.3227,0.7112,25.0,ATTENTIVE
11:34:34,0.3401,150.53,62.08,-36.80,0.4011,0.7026,25.0,ATTENTIVE
11:34:34,0.3155,150.00,61.24,-37.91,0.4496,0.6466,25.0,ATTENTIVE
11:34:34,0.3318,149.36,61.46,-38.31,0.4217,0.7191,25.0,ATTENTIVE
11:34:34,0.3728,144.55,66.03,-42.89,0.3262,0.6791,25.0,ATTENTIVE
11:34:34,0.4264,141.53,67.31,-47.03,0.3311,0.6414,25.0,ATTENTIVE
11:34:34,0.4295,143.01,68.21,-45.19,0.3584,0.6603,25.0,ATTENTIVE
11:34:34,0.4274,143.57,68.21,-43.68,0.3622,0.7039,25.0,ATTENTIVE
11:34:34,0.4226,143.14,67.64,-44.50,0.3983,0.6178,25.0,ATTENTIVE
11:34:34,0.4817,140.43,69.05,-46.69,0.3849,0.3578,25.0,ATTENTIVE
11:34:34,0.5101,140.26,69.84,-46.20,0.4122,0.5765,35.2,ATTENTIVE
11:34:34,0.4914,139.94,69.68,-46.74,0.4333,0.5996,34.1,ATTENTIVE
11:34:34,0.5003,140.30,69.57,-46.40,0.4088,0.5645,36.7,ATTENTIVE
11:34:34,0.4912,139.90,69.80,-47.13,0.4209,0.6244,25.1,ATTENTIVE
11:34:34,0.4734,140.11,69.97,-46.74,0.3653,0.6337,25.0,ATTENTIVE
11:34:34,0.4610,139.19,70.14,-48.85,0.3795,0.6935,25.0,DISTRACTED
11:34:34,0.4806,139.27,70.07,-48.63,0.3727,0.6407,25.0,DISTRACTED
11:34:34,0.4721,139.15,70.04,-48.62,0.3995,0.6400,25.0,DISTRACTED
11:34:34,0.4729,139.04,69.86,-48.67,0.3953,0.6267,25.0,DISTRACTED
11:34:34,0.4695,139.97,69.05,-47.72,0.3687,0.5809,25.0,DISTRACTED
11:34:34,0.4871,140.48,69.11,-46.44,0.3917,0.5841,28.5,DISTRACTED
11:34:34,0.5190,139.10,69.63,-47.86,0.4103,0.4826,43.3,DISTRACTED
11:34:34,0.5109,139.30,69.36,-47.59,0.4129,0.4433,39.3,DISTRACTED
11:34:34,0.5130,138.91,69.62,-47.93,0.4166,0.4889,45.7,DISTRACTED
11:34:34,0.4906,139.51,69.63,-47.96,0.3975,0.5481,36.2,DISTRACTED
11:34:34,0.5126,139.13,71.14,-48.15,0.4234,0.4999,48.1,DISTRACTED
11:34:34,0.5296,139.94,71.05,-46.89,0.4168,0.5999,30.8,DISTRACTED
11:34:34,0.5107,140.25,70.72,-47.06,0.4347,0.6181,29.2,DISTRACTED
11:34:34,0.4968,140.41,70.33,-47.24,0.4370,0.6169,29.9,DISTRACTED
11:34:34,0.4920,140.33,70.51,-47.02,0.4308,0.6344,25.0,DISTRACTED
11:34:34,0.5058,140.28,70.22,-47.36,0.4348,0.6334,25.0,DISTRACTED
11:34:34,0.4979,140.48,70.53,-46.78,0.4380,0.6371,25.0,DISTRACTED
11:34:34,0.5348,139.45,71.30,-49.04,0.3754,0.5457,29.9,DISTRACTED
11:34:34,0.5175,139.35,71.44,-49.24,0.3944,0.5405,36.3,DISTRACTED
11:34:34,0.5429,138.75,71.59,-49.65,0.3968,0.5227,38.7,DISTRACTED
11:34:34,0.5373,138.97,71.64,-49.62,0.4176,0.5222,45.3,DISTRACTED
11:34:34,0.5406,138.13,71.09,-50.60,0.4162,0.4972,45.8,DISTRACTED
11:34:34,0.5751,137.92,71.78,-50.78,0.4016,0.4004,23.5,DISTRACTED
11:34:34,0.5687,138.14,72.06,-50.65,0.3709,0.4768,30.4,DISTRACTED
11:34:34,0.5587,138.30,72.38,-50.85,0.3697,0.5504,27.6,DISTRACTED
11:34:35,0.5428,138.12,72.50,-51.06,0.3945,0.4027,26.4,DISTRACTED
11:34:35,0.5568,138.65,71.85,-50.25,0.3383,0.5762,25.0,DISTRACTED
11:34:35,0.4823,139.07,71.66,-49.69,0.3909,0.4746,36.6,DISTRACTED
11:34:35,0.5402,139.34,71.06,-49.50,0.3756,0.4305,26.8,DISTRACTED
11:34:35,0.4852,138.85,71.53,-49.89,0.3943,0.4667,37.0,DISTRACTED
11:34:35,0.5370,138.91,71.27,-49.98,0.3649,0.4203,25.0,DISTRACTED
11:34:35,0.5164,140.58,71.74,-47.67,0.4494,0.5638,46.6,DISTRACTED
11:34:35,0.5355,140.98,70.97,-46.73,0.3610,0.6222,25.0,DISTRACTED
11:34:35,0.5187,140.66,70.93,-47.43,0.3919,0.5284,36.7,DISTRACTED
11:34:35,0.4936,139.59,70.82,-48.78,0.3978,0.5518,35.8,DISTRACTED
11:34:35,0.4917,139.62,70.69,-49.12,0.3589,0.4750,26.5,DISTRACTED
11:34:35,0.4921,139.57,71.09,-49.18,0.4202,0.4606,44.1,DISTRACTED
11:34:35,0.5023,139.35,71.62,-49.48,0.3857,0.5391,33.8,DISTRACTED
11:34:35,0.4946,140.78,70.39,-47.31,0.4018,0.6030,26.8,DISTRACTED
11:34:35,0.5102,139.62,70.32,-47.82,0.4023,0.4826,40.8,DISTRACTED
11:34:35,0.4980,139.09,70.36,-48.22,0.4249,0.4890,48.4,DISTRACTED
11:34:35,0.4931,139.39,70.24,-48.02,0.4162,0.4558,42.2,DISTRACTED
11:34:35,0.4862,138.56,70.35,-49.29,0.3787,0.4735,32.7,DISTRACTED
11:34:35,0.4952,139.39,70.18,-47.59,0.4036,0.4748,40.7,DISTRACTED
11:34:35,0.5054,139.77,70.08,-47.58,0.3997,0.4869,40.2,DISTRACTED
11:34:35,0.5015,139.40,70.24,-47.99,0.3919,0.5333,36.3,DISTRACTED
11:34:35,0.4864,140.28,71.01,-47.46,0.4418,0.6287,27.2,DISTRACTED
11:34:35,0.5236,140.61,70.80,-46.31,0.3943,0.6426,25.0,DISTRACTED
11:34:35,0.4980,141.22,70.71,-46.15,0.4124,0.6439,25.0,DISTRACTED
11:34:35,0.5024,140.83,70.83,-46.81,0.4089,0.6467,25.0,DISTRACTED
11:34:35,0.5310,141.24,70.69,-45.76,0.4155,0.6930,25.0,DISTRACTED
11:34:35,0.5197,139.44,70.68,-48.11,0.3319,0.6543,25.0,DISTRACTED
11:34:35,0.5005,140.81,70.20,-46.41,0.3268,0.6221,25.0,DISTRACTED
11:34:35,0.5030,140.15,70.83,-47.69,0.3435,0.6255,25.0,DISTRACTED
11:34:35,0.4912,140.18,71.26,-46.87,0.4009,0.7016,25.0,DISTRACTED
11:34:35,0.5012,142.04,69.85,-43.94,0.3721,0.7104,25.0,DISTRACTED
11:34:35,0.5068,141.64,70.46,-44.56,0.3794,0.7226,25.0,DISTRACTED
11:34:35,0.5129,141.77,70.38,-44.30,0.3775,0.7230,25.0,DISTRACTED
11:34:35,0.5005,140.72,70.11,-45.65,0.3857,0.5727,29.0,DISTRACTED
11:34:35,0.5076,139.77,70.95,-46.43,0.3657,0.6487,25.0,DISTRACTED
11:34:35,0.4615,139.96,69.05,-44.72,0.4081,0.6456,25.0,DISTRACTED
11:34:35,0.4493,140.20,67.51,-44.35,0.3661,0.5678,25.0,DISTRACTED
11:34:35,0.4748,139.36,67.89,-45.04,0.3675,0.4026,25.0,DISTRACTED
11:34:35,0.4837,139.28,68.33,-45.21,0.4150,0.3915,28.3,DISTRACTED
11:34:35,0.4724,139.71,67.85,-44.73,0.3890,0.4482,33.2,DISTRACTED
11:34:35,0.5029,138.64,69.25,-45.53,0.3443,0.5792,25.0,DISTRACTED
11:34:35,0.4890,139.90,67.66,-44.27,0.3731,0.4294,25.9,DISTRACTED
11:34:36,0.4852,139.71,68.29,-44.38,0.3867,0.4649,34.5,DISTRACTED
11:34:36,0.4860,139.19,68.00,-45.38,0.4079,0.3781,25.0,DISTRACTED
11:34:36,0.4814,139.37,68.03,-45.14,0.4095,0.3889,26.5,DISTRACTED
11:34:36,0.3409,141.45,67.54,-42.37,0.3752,0.5179,32.1,DISTRACTED
11:34:36,0.3554,142.29,67.00,-41.66,0.3390,0.5903,25.0,DISTRACTED
11:34:36,0.3669,140.28,68.00,-43.10,0.3677,0.6398,25.0,DISTRACTED
11:34:36,0.3559,140.62,67.41,-43.21,0.3749,0.6193,25.0,DISTRACTED
11:34:36,0.3595,139.90,67.54,-43.74,0.3356,0.5779,25.0,DISTRACTED
11:34:36,0.4399,138.78,67.80,-45.85,0.3286,0.5020,25.0,DISTRACTED
11:34:36,0.4077,140.00,67.35,-45.03,0.3376,0.4077,25.0,DISTRACTED
11:34:36,0.4380,139.90,67.54,-44.60,0.3783,0.3966,25.0,DISTRACTED
11:34:36,0.4274,139.81,67.61,-44.40,0.3676,0.4060,25.0,DISTRACTED
11:34:36,0.4313,139.42,66.88,-44.53,0.3331,0.3837,25.0,DISTRACTED
11:34:36,0.4433,140.17,66.76,-43.79,0.3755,0.3941,25.0,DISTRACTED
11:34:36,0.4353,138.82,66.68,-45.40,0.3430,0.3499,25.0,DISTRACTED
11:34:36,0.4151,139.96,66.15,-44.43,0.3606,0.3674,25.0,DISTRACTED
11:34:36,0.4402,139.39,66.57,-44.87,0.3558,0.4128,25.0,DISTRACTED
11:34:36,0.4458,140.23,66.54,-43.92,0.3686,0.4019,25.0,DISTRACTED
11:34:36,0.4461,140.10,66.58,-43.49,0.3257,0.5060,25.0,DISTRACTED
11:34:36,0.4540,140.01,66.24,-43.88,0.3658,0.4297,25.0,DISTRACTED
11:34:36,0.4466,139.49,66.60,-44.59,0.3818,0.3976,25.0,DISTRACTED
11:34:36,0.4533,140.50,66.67,-43.06,0.3952,0.4640,37.0,DISTRACTED
11:34:36,0.4354,140.05,67.25,-43.93,0.3469,0.4363,25.0,DISTRACTED
11:34:36,0.4243,140.23,66.37,-44.29,0.2888,0.4125,25.0,DISTRACTED
11:34:36,0.4351,141.04,65.86,-43.40,0.3526,0.4115,25.0,DISTRACTED
11:34:36,0.4217,140.04,66.44,-44.63,0.3004,0.3736,25.0,DISTRACTED
11:34:36,0.4301,140.47,64.84,-43.56,0.3646,0.3362,25.0,DISTRACTED
11:34:36,0.4307,140.07,66.07,-43.52,0.3467,0.4666,25.0,DISTRACTED
11:34:36,0.4372,140.50,66.00,-43.22,0.3538,0.4328,25.0,DISTRACTED
11:34:36,0.4259,140.80,65.34,-43.06,0.3575,0.3571,25.0,DISTRACTED
11:34:36,0.4167,140.37,65.53,-43.77,0.3704,0.3336,25.0,DISTRACTED
11:34:36,0.4237,140.33,65.16,-43.80,0.3816,0.3719,25.0,DISTRACTED
11:34:36,0.4225,139.95,65.42,-44.14,0.3696,0.3644,25.0,DISTRACTED
11:34:36,0.4127,139.91,65.16,-43.93,0.3262,0.4820,25.0,DISTRACTED
11:34:36,0.4114,140.57,65.95,-43.09,0.3111,0.5851,25.0,DISTRACTED
11:34:36,0.4200,140.97,66.14,-42.48,0.3603,0.5984,25.0,DISTRACTED
11:34:36,0.4102,141.03,66.03,-43.08,0.3761,0.5532,29.2,DISTRACTED
